gpu_temperature,gpu_power_load,ambient_temperature,humidity,water_temperature,tds,ph,conductivity,tower_age,cooling_cycles,flow_rate,daily_water_usage,scaling_risk
64.01,76.99,31.64,44.38,33.8,690.39,8.53,908.37,7.48,10.98,51.32,7025.47,1
77.47,48.95,42.05,69.71,37.42,263.11,6.89,335.28,5.06,4.43,43.62,2541.54,1
82.23,35.69,42.79,45.47,39.97,860.59,8.18,1155.99,2.5,13.18,114.27,7791.5,1
62.27,99.48,15.27,78.33,24.64,568.75,6.72,711.33,11.26,7.3,166.59,5973.4,1
68.61,40.93,17.26,51.8,31.28,840.32,8.38,1117.93,13.26,9.69,65.72,8536.2,1
55.48,99.19,22.51,70.37,23.91,361.16,7.53,459.08,14.19,2.35,173.86,7994.67,1
58.15,98.41,35.08,27.52,32.04,1319.16,6.86,1655.35,1.35,9.66,145.05,2061.54,1
80.65,85.57,41.65,79.23,39.52,1273.43,8.83,1801.76,11.23,18.18,93.15,2529.77,1
58.16,76.16,28.8,71.5,31.27,428.0,8.16,613.42,11.03,12.85,122.53,6008.78,1
73.63,70.45,33.21,34.82,34.82,612.13,7.46,790.59,14.23,2.2,194.49,5387.36,1
81.91,90.63,20.65,30.17,29.19,936.19,6.58,1271.22,4.17,11.4,74.63,2764.24,1
54.81,50.26,39.15,42.14,31.9,314.82,7.95,411.03,11.26,7.83,119.93,2470.19,1
75.53,62.74,44.02,88.32,37.34,625.48,8.99,843.6,1.29,11.55,139.92,5729.93,1
61.55,73.36,23.06,37.98,28.62,501.33,8.11,670.45,9.65,10.09,62.08,1866.91,1
93.33,58.78,29.84,51.93,41.65,1298.62,9.12,1693.15,5.59,20.64,46.96,8053.01,1
71.76,59.92,17.58,22.1,25.62,1223.01,6.87,1700.08,11.65,2.82,42.15,7553.12,1
86.27,53.12,31.77,47.81,36.09,895.8,8.03,1142.41,13.02,15.67,91.95,7390.27,1
74.76,69.5,30.08,59.99,33.11,824.42,8.65,1039.27,5.79,19.02,51.83,1619.98,1
51.95,89.54,19.33,86.72,23.99,1316.87,7.92,1848.27,8.12,21.18,168.6,1857.31,1
78.49,44.11,28.26,56.17,35.99,1318.91,6.75,1824.3,2.2,5.55,199.57,5623.79,1
92.81,95.41,25.02,77.34,36.61,1363.2,8.07,1839.91,6.55,12.63,49.81,8958.19,1
77.07,78.24,30.65,58.3,35.83,350.45,8.15,470.86,5.73,2.87,109.24,4067.37,1
86.86,87.63,32.57,22.85,36.86,392.67,8.47,529.9,3.16,11.98,44.12,4082.81,1
89.79,68.93,15.25,42.05,33.25,1012.08,8.56,1353.57,13.47,4.51,61.44,2507.08,1
60.26,84.57,37.83,60.29,34.86,849.72,8.58,1128.92,2.65,18.76,91.67,6557.52,1
59.54,31.13,36.39,86.54,31.16,222.16,8.29,299.9,9.72,4.28,102.99,6350.08,1
77.49,87.29,25.99,80.14,35.03,274.37,7.08,371.96,13.41,12.27,190.37,2259.92,1
68.5,32.81,16.59,35.98,28.03,1265.7,7.59,1757.27,13.72,12.42,103.33,5005.59,1
87.79,92.29,37.65,35.41,42.0,1242.64,8.6,1730.06,12.0,21.43,119.4,6503.06,1
90.5,99.44,43.66,34.08,42.0,628.73,9.07,833.39,3.05,15.1,79.29,5201.37,1
65.9,50.58,22.2,84.57,30.01,1269.26,6.71,1691.55,12.35,7.76,40.02,6557.73,1
60.66,44.72,24.71,79.69,28.73,912.41,7.95,1208.71,4.51,6.82,183.89,7622.03,1
85.12,83.58,20.51,74.24,33.27,1167.09,7.34,1584.1,13.87,4.56,53.07,6643.62,1
62.37,47.71,32.31,47.49,32.42,712.92,7.11,955.79,10.78,17.13,194.28,6120.86,1
87.02,90.59,19.65,55.31,34.7,336.08,7.87,479.89,11.89,15.82,60.94,7901.93,1
69.07,37.2,25.69,52.5,28.76,720.47,8.14,1000.93,1.73,14.2,136.78,8254.41,1
80.04,38.82,35.91,37.74,40.45,748.76,6.53,1070.53,8.95,2.82,199.91,4416.65,1
54.3,98.54,31.8,55.35,25.99,861.13,8.61,1198.55,12.41,17.26,62.15,2799.37,1
78.07,77.17,26.59,22.13,32.46,326.7,8.71,471.82,12.99,14.84,107.83,7633.95,1
70.33,89.28,27.61,29.23,32.06,1389.68,9.11,1913.8,0.92,21.28,164.87,3103.15,1
76.4,52.7,31.86,82.06,36.08,492.96,6.99,711.2,14.12,13.74,45.15,8467.13,1
57.56,77.35,15.18,72.62,27.85,438.26,8.11,561.69,1.13,8.08,150.37,1671.58,1
83.16,71.6,17.36,49.6,28.15,832.16,7.65,1048.94,9.41,9.63,52.86,8409.53,1
88.83,72.22,41.44,56.2,40.69,844.65,7.4,1153.64,10.55,5.52,77.84,5918.87,1
59.75,77.78,17.34,45.9,21.75,727.78,8.03,1052.89,2.06,16.46,65.61,7310.57,1
54.31,70.28,36.2,71.85,31.31,1126.27,8.61,1501.91,1.2,16.15,185.17,4488.69,1
51.06,60.03,42.6,74.89,33.22,819.99,6.56,1059.76,11.88,6.01,68.87,8937.87,1
78.89,49.31,23.12,73.43,36.0,931.63,9.12,1261.72,6.08,5.17,46.47,3206.64,1
77.32,83.8,26.11,70.58,33.71,1068.5,8.69,1474.27,2.05,3.54,134.02,3482.58,1
74.6,45.84,32.07,34.32,36.96,230.03,8.53,302.04,11.56,20.24,95.39,1885.74,1
60.44,78.46,41.45,43.66,35.79,884.77,8.55,1232.45,12.81,6.66,104.91,8553.55,1
67.59,46.33,43.26,52.89,36.17,1261.03,7.55,1822.22,9.02,8.88,59.05,4920.22,1
76.75,73.77,37.19,43.16,34.39,220.87,8.53,315.7,2.84,7.61,159.72,6561.39,1
72.35,82.3,17.6,72.85,29.8,686.22,7.54,897.79,0.72,10.27,136.25,6655.81,1
94.45,45.31,35.07,43.05,37.9,1311.47,8.93,1725.04,10.66,16.28,98.27,8058.77,1
56.14,34.2,27.31,29.68,31.18,623.79,6.98,826.08,8.48,19.41,67.45,6486.94,1
81.28,39.17,29.12,47.93,35.19,750.47,7.29,997.31,9.94,5.65,134.95,5715.16,1
68.19,72.42,16.47,88.59,30.2,1377.85,7.99,1749.96,12.29,15.73,164.58,6827.39,1
69.27,89.46,20.73,35.81,28.61,439.19,7.36,615.91,6.8,9.05,89.98,7132.28,1
82.29,33.15,38.72,62.85,39.66,278.31,7.65,368.22,2.31,21.61,44.14,2894.46,1
81.16,81.39,28.62,50.31,35.73,1231.31,7.83,1755.8,14.13,7.98,74.3,2322.5,1
94.61,53.89,24.05,24.97,36.98,1242.16,8.81,1782.98,8.41,2.14,149.18,2061.37,1
55.78,63.5,26.52,54.15,27.36,766.49,7.91,961.86,9.42,12.31,198.26,4305.4,1
54.68,95.02,40.63,69.15,33.68,817.05,7.48,1182.84,14.03,5.01,42.14,5235.0,1
82.6,53.24,37.47,55.93,36.91,1202.97,7.17,1674.54,14.01,2.89,88.98,6117.37,1
76.03,62.57,23.17,81.05,29.7,1086.27,7.6,1470.9,8.8,15.97,49.92,8685.26,1
62.34,30.96,18.53,40.23,29.55,518.18,7.89,688.09,4.82,16.65,90.62,3980.91,1
53.57,35.71,22.56,26.04,27.74,220.27,8.51,298.18,14.96,11.21,104.95,7206.56,1
53.85,48.1,42.62,85.56,33.51,775.64,6.83,1019.91,10.37,15.54,187.34,5485.18,1
90.24,31.95,32.45,46.47,42.0,1230.69,7.1,1691.64,6.42,12.76,52.89,3150.67,1
58.63,74.2,31.0,60.35,29.97,1275.0,7.53,1617.46,8.62,14.6,164.34,6114.79,1
64.55,59.85,32.89,75.44,35.3,1347.47,7.47,1851.73,6.53,13.93,103.29,8753.82,1
60.2,68.37,25.98,42.7,29.49,1255.48,7.56,1638.48,13.38,15.32,169.8,2432.31,1
65.97,42.23,39.21,70.13,33.17,896.05,8.64,1123.23,7.5,5.99,122.14,5304.6,1
53.12,50.72,30.7,29.48,32.72,733.53,7.38,997.99,12.44,7.37,46.29,1887.06,1
73.36,76.47,18.5,40.39,31.8,1129.82,7.86,1542.98,12.68,10.8,191.39,3909.12,1
53.04,97.57,18.87,30.13,24.62,1087.79,8.18,1452.54,12.45,10.92,53.24,6154.52,1
86.02,33.53,31.11,76.79,38.85,845.77,7.13,1069.44,10.97,17.49,135.63,7807.93,1
60.52,92.33,43.1,35.59,34.41,304.79,8.44,435.45,12.9,9.35,180.43,6977.46,1
74.3,70.38,24.25,70.22,33.72,1311.3,7.98,1799.48,6.11,5.25,52.76,4971.43,1
89.6,69.47,41.09,86.03,37.0,746.72,7.71,950.68,2.16,7.03,128.62,8319.17,1
79.29,65.02,37.92,56.94,36.06,636.0,8.69,859.99,12.72,6.29,171.89,3770.36,1
73.98,34.86,22.43,57.8,33.31,955.48,7.16,1289.37,7.72,16.63,197.81,7154.88,1
64.6,36.29,16.09,52.27,26.28,1008.61,8.88,1272.94,2.35,11.41,155.89,5055.07,1
64.99,72.06,18.06,42.81,27.98,452.83,8.01,620.99,2.17,16.17,84.53,8239.77,1
80.13,53.87,36.85,53.3,35.24,1204.33,8.14,1700.11,2.81,10.32,151.93,7480.75,1
94.74,94.21,20.99,62.2,39.73,547.92,8.86,766.99,11.39,19.79,152.92,8261.02,1
79.78,58.46,26.14,89.02,36.48,424.02,8.71,547.24,10.81,21.67,151.99,3106.86,1
75.1,40.03,30.05,85.64,33.89,687.68,8.12,978.2,3.46,15.4,176.68,6511.13,1
82.88,80.03,36.76,80.35,37.78,1076.67,8.53,1419.6,12.78,19.28,53.98,7038.48,1
70.93,50.53,18.4,82.24,31.23,1358.55,7.67,1955.36,4.58,12.16,57.35,7068.11,1
52.71,66.78,27.19,52.75,31.66,1171.14,7.98,1480.73,12.0,20.69,142.5,5280.0,1
75.3,78.85,29.55,66.02,36.08,1328.42,6.67,1789.7,7.59,18.63,192.62,1584.38,1
93.09,93.02,31.22,82.65,42.0,368.73,6.74,504.94,11.11,21.84,114.53,3460.73,1
57.89,85.45,39.55,47.51,31.47,285.41,8.74,370.9,6.03,14.46,193.69,3924.76,1
81.05,77.35,20.15,87.32,30.68,869.25,6.66,1220.66,5.53,17.58,190.09,7890.27,1
59.04,77.57,39.23,49.11,31.11,548.36,6.96,754.2,12.7,12.86,184.47,7806.64,1
74.11,96.21,35.79,62.08,36.94,1193.67,8.65,1496.41,1.01,7.18,185.58,2285.1,1
54.35,50.71,31.68,69.69,30.03,1006.39,6.5,1380.43,14.63,9.1,183.73,8623.77,1
70.27,30.08,35.99,86.54,34.86,1364.87,7.26,1840.25,9.9,19.88,171.18,2868.43,1
84.03,49.04,27.36,37.12,37.2,505.75,8.08,652.02,6.77,3.12,151.2,4607.7,1
65.64,45.25,19.15,72.23,30.58,782.94,8.11,1134.6,9.61,13.83,43.91,3113.68,1
79.92,76.33,34.97,56.46,34.17,801.49,8.6,1145.67,2.28,9.45,61.16,7952.49,1
85.8,74.36,30.74,38.8,36.01,487.01,7.87,637.26,7.95,9.73,61.48,7120.52,1
91.72,71.54,34.18,74.36,41.53,908.11,7.88,1233.41,14.78,19.69,43.77,4151.47,1
60.56,31.14,25.14,58.66,28.0,731.94,8.46,961.26,3.91,19.08,58.67,6614.09,1
67.97,81.01,42.21,66.27,35.17,736.07,7.85,1034.25,10.97,13.98,187.16,2882.75,1
56.86,52.65,32.62,42.6,32.67,635.28,8.14,912.31,6.81,7.46,146.21,4367.23,1
94.66,76.55,17.56,53.69,32.23,220.32,8.92,291.21,9.96,11.51,89.93,4328.31,1
91.72,68.96,28.49,63.21,37.3,826.51,7.58,1166.31,3.47,10.17,166.94,3284.53,1
74.3,53.99,37.69,48.34,37.42,602.3,7.54,812.91,7.32,9.07,118.14,8072.34,1
87.89,39.42,38.82,33.89,39.41,201.58,6.51,267.97,14.71,4.06,62.74,6591.34,1
73.44,36.61,29.84,87.31,35.37,569.53,8.16,818.81,3.33,12.86,181.52,3599.54,1
78.06,88.21,41.84,55.8,38.02,534.35,6.58,722.49,9.73,8.04,94.19,3315.91,1
54.01,94.29,23.03,71.37,29.38,672.14,7.86,903.01,8.85,15.22,151.82,1634.65,1
83.99,75.49,27.32,48.77,35.31,358.22,8.67,495.95,8.69,8.38,86.5,4099.37,1
55.75,37.24,41.96,44.86,34.96,809.22,7.98,1053.8,9.42,10.62,120.01,5450.78,1
87.17,58.14,41.89,48.5,42.0,1030.93,7.23,1355.63,7.78,3.05,170.6,3582.83,1
85.19,81.03,35.57,48.64,37.49,956.22,8.62,1373.53,0.75,21.85,65.08,6753.44,1
81.89,84.59,40.77,58.09,35.64,1164.51,7.23,1613.66,13.55,12.15,196.36,4588.12,1
51.63,38.28,17.66,58.04,24.81,742.41,8.48,1050.75,12.49,2.48,51.23,3872.38,1
63.64,30.0,40.95,54.8,35.39,822.91,8.15,1073.26,3.03,12.82,125.44,8542.93,1
61.84,79.85,24.62,29.44,30.19,1172.48,6.96,1593.12,6.49,19.41,186.56,3471.01,1
66.21,54.96,20.35,54.73,28.22,713.24,8.94,1030.12,11.67,17.45,191.31,4486.93,1
53.94,47.81,22.18,31.84,25.39,1041.92,7.04,1368.81,14.71,16.02,77.14,4367.18,1
92.16,30.9,27.54,28.83,41.7,721.52,9.17,925.06,14.29,4.79,63.04,3308.99,1
74.92,67.82,22.54,85.29,28.67,701.28,6.52,948.26,13.54,15.15,155.9,3131.08,1
63.75,89.58,24.62,62.35,31.02,1112.25,7.21,1476.58,2.8,17.33,46.72,3767.85,1
67.86,97.03,19.05,66.16,27.48,409.8,7.04,525.33,13.76,13.45,117.64,7981.77,1
70.12,69.6,23.89,48.13,30.22,606.3,6.54,865.63,13.24,19.85,167.42,7253.12,1
77.03,66.01,32.17,83.63,34.88,469.01,8.48,679.19,5.97,7.54,129.64,6607.5,1
73.21,35.95,28.26,64.66,31.58,630.93,8.37,860.41,6.22,6.84,70.08,4928.27,1
91.37,68.42,25.4,73.84,37.88,476.45,8.64,669.38,7.17,19.39,117.93,5308.15,1
72.36,56.6,37.39,45.8,38.96,895.29,7.19,1272.93,10.01,14.51,187.4,3503.54,1
94.65,72.5,41.81,87.2,42.0,1157.8,7.7,1609.58,4.28,2.03,138.75,2057.37,1
88.31,57.21,37.7,77.43,40.48,1143.94,8.28,1440.02,0.83,9.06,155.44,3982.8,1
59.38,46.82,24.96,79.78,26.61,637.4,7.69,816.85,2.55,19.16,93.8,5216.88,1
91.88,36.65,37.33,32.05,42.0,1386.51,8.38,1752.83,6.88,2.55,70.16,1929.85,1
55.24,52.04,19.56,38.97,29.97,912.63,8.21,1142.58,4.59,2.06,80.9,2161.75,1
86.79,36.77,18.91,39.99,32.55,679.28,6.81,890.67,11.59,7.63,125.31,3472.69,1
67.13,42.38,25.37,38.96,29.91,1202.65,8.61,1597.68,2.05,20.28,84.84,4253.1,1
89.51,99.11,39.23,79.88,39.99,1075.85,8.45,1396.67,13.8,20.03,126.71,4449.88,1
89.06,61.09,22.39,22.23,34.12,1099.13,8.27,1388.11,13.48,12.38,153.25,2384.15,1
86.27,67.23,16.9,25.33,26.99,435.37,6.92,590.35,13.68,13.06,157.5,3193.66,1
85.55,91.15,18.95,39.17,33.83,761.99,7.22,994.14,11.22,8.64,66.35,3462.35,1
63.71,99.69,40.76,33.99,33.5,1234.19,7.56,1739.24,2.05,6.87,160.07,2007.26,1
53.64,70.79,34.01,36.23,27.09,804.85,7.26,1007.35,6.85,18.3,147.63,3945.75,1
68.13,86.87,22.6,75.86,31.45,1020.14,7.12,1447.08,2.41,4.13,41.92,2041.66,1
57.81,52.89,31.66,59.42,28.37,905.52,8.67,1304.81,14.82,11.75,49.42,6775.93,1
81.27,51.4,30.83,20.4,35.43,1210.83,8.22,1686.96,5.33,14.69,143.4,4395.36,1
65.57,58.19,34.66,50.05,36.46,541.47,8.03,756.29,8.99,4.07,101.39,3950.64,1
93.9,77.08,22.0,48.55,33.36,890.57,7.11,1279.49,11.8,12.39,63.38,2448.92,1
78.84,77.75,40.93,27.98,35.97,347.88,8.98,449.4,13.85,13.55,47.1,3198.78,1
87.01,52.07,24.28,67.33,35.79,1028.25,7.02,1489.85,11.46,16.85,65.5,3245.29,1
55.96,39.32,35.82,69.15,33.83,1078.36,8.65,1514.77,10.28,6.7,193.2,8889.03,1
88.79,74.27,15.48,70.46,29.47,251.4,9.11,350.79,7.26,7.87,156.41,7765.12,1
91.52,38.98,26.18,70.99,37.86,1010.95,8.46,1336.7,9.28,13.39,124.43,1614.47,1
71.92,70.49,25.55,20.0,33.08,697.63,9.18,948.19,1.87,21.66,190.65,6126.27,1
77.28,78.54,31.3,86.77,31.16,348.92,8.26,481.78,13.32,6.35,139.06,3419.33,1
84.42,79.04,17.18,76.99,33.71,703.89,7.09,967.19,8.38,21.72,156.1,2282.83,1
57.87,82.74,38.7,83.28,34.77,433.08,7.05,602.41,1.08,16.29,85.22,6792.0,1
72.62,91.1,21.53,21.1,30.07,698.67,7.38,884.85,13.84,18.52,134.24,2487.04,1
67.94,65.0,35.31,85.37,36.85,661.21,6.52,873.54,7.59,3.79,62.96,4828.06,1
56.59,81.12,39.1,76.69,35.1,1086.07,8.34,1451.86,13.09,8.01,104.72,6241.24,1
66.54,73.34,31.86,78.61,32.99,1129.06,7.23,1470.18,12.92,3.15,45.32,5658.71,1
53.07,43.06,37.23,26.53,30.39,928.43,8.7,1192.6,12.33,9.43,74.66,8832.22,1
51.16,31.8,34.86,71.71,28.04,227.22,7.47,290.34,1.39,21.63,51.98,7393.07,1
56.08,49.92,25.67,87.19,27.93,1317.23,7.8,1743.06,4.08,4.11,102.04,7306.45,1
93.34,61.01,39.27,67.5,42.0,1023.48,9.11,1380.36,13.2,13.25,174.89,4166.97,1
74.73,73.2,23.84,59.94,31.38,241.03,7.15,304.33,13.54,2.12,100.47,1562.97,1
93.46,89.5,32.14,86.19,35.22,1182.6,8.45,1702.11,7.14,16.25,173.06,7008.08,1
69.46,43.74,37.36,51.01,37.98,440.32,8.54,617.79,6.88,5.94,145.04,8997.99,1
64.03,38.79,26.37,61.95,30.62,895.07,7.1,1249.66,3.04,4.59,121.52,4544.09,1
72.78,97.44,24.08,53.34,30.86,759.96,7.85,976.23,14.54,8.74,77.9,8891.39,1
69.78,37.56,28.78,85.3,34.23,703.81,7.45,964.75,3.59,17.42,187.54,2562.81,1
54.75,63.49,39.54,25.33,35.58,1267.66,8.58,1718.87,3.27,4.13,48.67,3723.84,1
78.84,70.99,42.9,55.08,34.12,724.83,8.18,1048.47,10.08,6.6,150.23,2780.45,1
59.72,67.9,31.35,68.09,31.77,290.41,7.79,406.44,4.02,2.17,139.4,5063.82,1
77.88,36.02,34.84,75.43,33.81,1335.97,8.6,1823.8,14.11,21.37,110.57,7477.36,1
79.26,33.99,42.1,60.81,40.55,1304.64,7.13,1852.8,0.66,13.84,78.45,4054.96,1
56.84,37.38,17.96,83.62,25.75,1021.32,8.53,1308.33,0.58,16.4,108.91,8296.72,1
52.76,70.99,21.96,85.94,27.15,761.47,8.84,954.16,7.82,15.03,179.64,5586.23,1
85.13,68.1,36.27,24.5,37.98,311.43,8.87,432.28,7.58,4.89,173.88,4990.68,1
70.69,46.36,39.71,48.17,32.83,1148.9,8.62,1458.71,2.87,13.9,190.62,7402.77,1
52.62,74.64,40.71,21.64,31.5,290.57,7.6,369.93,7.67,4.63,89.25,2260.83,1
94.77,87.4,27.45,43.06,39.11,282.32,9.15,394.95,6.47,10.02,101.94,7303.14,1
52.6,32.91,17.68,57.58,26.37,844.86,7.52,1101.79,13.41,13.38,43.0,3322.14,1
81.28,64.87,28.13,83.76,32.82,392.15,8.22,539.5,0.63,13.18,190.87,3606.09,1
94.27,78.25,21.92,79.26,38.29,209.28,6.93,299.99,14.66,4.38,92.7,5995.9,1
60.76,47.66,23.74,28.92,27.2,707.74,9.15,929.47,9.55,2.69,104.67,8264.51,1
56.4,51.54,38.17,26.51,33.18,364.66,8.4,471.66,2.7,17.96,185.25,5838.05,1
55.46,72.95,17.27,61.25,23.89,392.62,8.53,499.14,1.18,16.52,124.26,6367.12,1
63.65,92.86,39.83,57.25,35.22,292.29,6.68,372.99,8.3,3.64,130.59,7324.46,1
54.55,86.69,27.83,38.65,30.16,446.11,8.56,563.19,3.91,4.55,68.2,3444.94,1
81.15,70.82,32.88,82.96,34.34,1058.58,8.59,1341.78,4.87,19.85,119.79,7704.25,1
52.8,81.12,17.69,84.92,23.03,1170.71,8.31,1564.54,4.05,17.38,186.91,4634.7,1
72.92,55.54,25.12,48.18,32.39,743.04,7.29,976.48,9.93,21.92,129.39,2817.42,1
94.85,74.87,17.69,82.32,39.71,807.86,7.82,1123.99,8.53,7.08,80.82,4125.89,1
86.63,62.63,43.85,46.88,40.28,239.19,6.8,340.61,1.63,11.76,44.99,3345.98,1
77.68,43.3,39.22,71.58,42.0,283.18,7.77,398.42,8.13,6.73,93.81,3215.35,1
63.78,79.12,28.79,53.32,35.03,509.08,7.16,690.38,11.97,14.46,131.61,3619.22,1
78.08,68.95,21.71,28.58,31.92,852.68,7.44,1083.32,1.68,4.31,46.82,2856.98,1
73.72,55.1,43.0,84.96,37.88,1087.46,6.94,1513.7,13.4,4.54,137.57,6507.76,1
69.17,93.79,25.34,51.79,29.78,926.0,7.12,1224.7,8.89,3.44,123.75,5849.94,1
55.88,31.47,19.83,71.41,25.77,670.55,6.71,849.68,14.28,15.87,165.35,6363.31,1
89.9,52.1,31.89,45.7,35.82,341.99,8.98,485.11,2.65,11.88,44.62,4077.94,1
70.24,33.98,43.31,21.32,37.57,1136.93,7.93,1498.07,14.91,14.35,164.94,7273.0,1
58.76,83.66,15.11,27.04,27.97,636.54,7.57,823.46,9.84,19.59,123.34,2472.07,1
66.55,79.15,22.14,54.74,28.17,1083.26,7.94,1542.88,8.73,16.81,99.28,5783.53,1
68.64,53.19,43.15,68.3,36.78,815.57,8.2,1166.62,7.97,11.23,194.46,3565.9,1
87.24,77.3,20.13,43.43,30.45,1086.39,8.99,1431.64,0.84,21.69,65.62,5457.07,1
83.01,57.72,18.4,68.68,32.94,1288.75,6.98,1702.38,14.12,11.13,126.61,3927.28,1
84.62,82.94,32.11,68.9,37.92,1305.24,7.3,1782.85,9.84,4.25,91.36,7428.84,1
50.5,61.79,40.86,69.28,32.05,842.13,9.13,1176.19,1.83,21.85,124.4,8184.54,1
68.73,58.86,29.31,54.48,32.01,813.81,7.5,1027.54,0.8,2.46,128.36,7069.36,1
71.66,95.43,44.84,84.04,38.02,518.81,6.56,710.08,1.24,13.0,54.31,2816.88,1
50.86,47.56,35.38,54.24,31.1,1322.96,6.9,1905.81,9.34,8.18,145.78,3561.5,1
61.69,38.43,17.22,51.52,26.39,749.5,6.57,976.17,9.4,12.07,141.52,8395.19,1
84.21,70.92,44.78,33.96,42.0,353.11,9.17,505.57,7.75,13.17,163.11,4779.15,1
56.17,97.85,27.24,41.54,29.01,719.25,7.25,1035.74,4.95,6.8,54.51,8558.85,1
74.09,56.45,23.62,22.96,34.04,352.46,8.99,459.55,8.21,13.14,87.56,4443.39,1
59.68,34.34,31.74,64.35,32.38,803.04,9.19,1124.93,7.99,17.12,144.02,8638.31,1
50.55,53.75,24.13,37.4,26.47,873.53,8.12,1133.63,0.78,7.33,61.88,8443.04,1
60.85,65.42,17.59,41.29,29.41,605.31,6.59,845.93,4.6,9.67,148.42,6453.95,1
93.91,41.33,15.04,73.96,34.58,285.98,6.72,403.09,1.27,7.36,49.44,1566.2,1
86.07,76.07,28.49,42.91,39.1,1332.2,7.8,1731.12,13.55,18.41,93.59,4502.51,1
93.18,99.84,40.11,36.95,42.0,1128.02,7.6,1571.53,11.02,16.5,175.47,8334.26,1
71.95,61.62,32.17,31.83,30.56,1206.66,8.14,1704.31,14.94,19.42,163.89,8138.33,1
54.94,54.83,44.98,74.24,37.09,640.24,7.68,846.22,4.88,5.4,143.16,2905.41,1
74.66,58.05,23.61,29.08,32.2,1113.0,9.02,1428.58,13.24,3.47,179.27,4493.87,1
70.45,38.06,23.41,51.76,30.7,782.45,7.94,992.45,9.24,4.39,153.48,7766.32,1
88.0,91.83,19.79,55.49,34.49,441.3,8.37,602.41,7.07,5.22,123.1,5834.08,1
54.41,59.04,19.92,68.12,24.89,349.31,8.92,504.97,3.73,12.66,196.75,7854.74,1
71.97,57.11,23.56,64.33,31.69,614.06,6.9,868.64,11.21,21.42,151.18,7699.26,1
56.75,76.18,38.79,76.75,31.58,365.06,7.12,488.15,13.61,9.14,136.22,8306.12,1
64.61,60.94,42.17,23.13,38.46,1397.92,6.79,1897.43,3.91,21.17,105.42,2379.15,1
83.18,75.38,44.25,40.75,41.06,259.03,6.88,338.26,3.04,2.76,184.39,2589.11,0
71.42,34.3,21.97,39.61,29.78,729.37,7.88,935.5,10.6,20.54,87.31,2121.07,1
66.91,86.96,41.44,30.22,34.38,742.51,7.37,999.73,14.67,5.62,41.48,8514.52,1
67.75,95.84,24.85,40.24,31.17,560.76,7.64,752.93,11.37,20.25,71.48,5063.72,1
70.68,75.41,18.39,41.68,29.48,885.62,9.15,1199.47,4.63,3.12,57.52,1982.44,1
85.33,96.82,41.1,56.53,41.49,379.97,6.92,547.37,6.59,20.96,91.04,3911.47,1
90.14,40.6,34.08,66.46,37.41,1140.69,7.96,1563.64,6.07,6.02,172.14,4135.59,1
92.99,63.42,19.94,46.68,32.02,598.94,6.77,821.24,12.86,8.05,144.24,7571.7,1
85.41,72.13,27.89,70.36,37.37,909.61,7.36,1160.3,11.68,11.82,67.04,7016.08,1
64.19,70.72,23.62,43.53,32.28,1058.77,7.92,1534.47,9.04,9.61,166.21,6670.4,1
80.97,58.1,37.1,40.32,36.18,1266.85,9.06,1779.38,4.49,15.35,120.68,1663.98,1
69.69,53.67,28.6,57.88,35.61,1202.94,7.56,1714.73,14.1,21.5,122.03,8330.22,1
61.46,38.88,44.68,21.66,36.57,929.97,6.68,1239.52,9.97,14.13,97.94,3116.66,1
87.84,57.42,16.64,25.59,32.77,666.07,7.55,899.48,14.57,16.43,178.34,6217.96,1
51.73,41.39,25.65,49.26,26.11,803.85,6.89,1088.74,8.91,3.76,90.93,1963.64,1
90.58,81.41,29.46,86.0,35.19,1122.48,7.12,1446.68,12.41,14.56,55.06,2111.45,1
70.77,44.62,30.09,70.51,35.2,1253.05,8.17,1739.11,12.29,11.08,88.44,1571.83,1
78.67,34.1,24.48,26.17,31.68,324.54,6.68,464.28,5.39,19.72,154.46,5744.46,1
79.67,68.67,36.88,79.24,36.27,661.83,7.75,848.95,14.48,9.76,145.21,6220.35,1
90.28,71.67,41.24,71.26,42.0,1131.34,8.15,1433.71,0.82,15.59,70.08,1878.47,1
78.65,91.03,43.16,62.77,36.0,717.98,7.64,1003.48,11.65,6.56,57.89,3678.64,1
77.63,70.39,39.15,77.42,35.06,598.67,6.55,781.05,14.5,7.19,145.74,7885.91,1
53.0,54.18,40.52,48.29,32.39,693.59,9.16,953.52,5.41,9.52,148.22,2259.81,1
73.33,86.21,31.52,35.51,34.95,923.41,7.49,1282.76,9.9,8.08,98.58,3124.1,1
56.76,67.82,39.78,55.84,34.08,1399.77,8.6,1839.83,8.65,7.08,174.85,4682.93,1
83.18,35.55,24.11,58.42,33.63,791.59,7.38,1118.54,11.54,2.99,196.51,7817.06,1
73.05,69.61,26.95,57.68,37.76,450.19,7.78,612.26,13.06,18.73,72.9,3411.37,1
80.61,93.56,24.51,59.56,33.27,395.42,7.55,562.99,9.24,3.29,132.33,8978.53,1
51.88,57.74,29.02,86.41,27.66,250.82,7.42,351.81,12.33,19.75,40.86,4164.46,1
53.82,50.74,23.57,83.16,25.11,870.58,6.56,1239.46,5.03,4.51,154.09,4398.36,1
82.23,40.04,43.85,81.3,41.15,853.49,7.47,1070.3,3.81,3.31,106.29,2415.8,1
53.24,40.6,24.39,76.1,28.08,446.28,8.9,579.59,6.74,13.26,70.92,6601.48,1
